Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2362525,POSITIVE KID'S POSITIVE FUTURES LEARNING ACADEMY,POSITIVE KID'S POSITIVE FUTURES LEARNING ACADEMY,2411378,DAYCARE 2 YRS TO 12 YRS,Risk 1 (High),1049 E 73RD ST ,CHICAGO,IL,60619,02/19/2020,License,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED GREASE BUILDUP ON COOKING EQUIPMENT IN THE KITCHEN PREP AREA. INSTRUCTED TO DEGREASE, CLEAN AND SANITIZE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LOW WATER PRESSURE FOR COLD WATER HANDLE LOCATED AT 1ST HANDSINK NEAREST ENTRANCE TO CHILDREN'S RESTROOM AND 1ST HANDSINK IN ADULT'S RESTROOM . INSTRUCTED TO ADJUST COLD WATER TO ENSURE ADEQUATE WATER FLOW.",41.76219616956896,-87.59865828437849,"(-87.59865828437849, 41.76219616956896)"
2362542,SUPPER HOUSE,SUPPER HOUSE,2703759,Restaurant,Risk 2 (Medium),3404 N HALSTED ST ,CHICAGO,IL,60657,02/19/2020,License,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO EMPLOYEE HEALTH POLICY ON PREMISES. INSTRUCTED MANAGER MUST HAVE AN EMPLOYEE HEALTH POLICY ON PREMISES. PRIORITY FOUNDATION 7-38-010. NO CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: PEST CONTROL LOGBOOK NOT COMPLETE, MISSING SOME CONTENT (NO ILLINOIS PEST CONTROL BUSINESS LICENSE, NO CHEMICALS USED, ETC.) ALSO OBSERVED OPENED BAIT ON BASEMENT FLOOR. MUST PROVIDE A COMPLETE PEST CONTROL LOGBOOK FROM A LICENSED ILLINOIS PEST CONTROL COMPANY ALSO MUST REMOVE ALL EXPOSED BAIT THROUGHOUT BASEMENT FLOOR. PRIORITY FOUNDATION 7-38-020(C). NO CITATION ISSUED. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: 3-COMPARTMENT SINK CLEAR WATER FLOWS BACK INTO ADJACENT COMPARTMENTS WHEN WATER IS BEING DRAINED FROM ONE COMPARTMENT. INSTRUCTED MANAGER WATER MUST DRAIN QUICKLY IN 3-COMPARMENT SINK WITHOUT ANY WATER BACKING UP INTO SINK. PRIORITY FOUNDATION 7-38-025. NO CITATION ISSUED. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: BACKFLOW PREVENTION DEVICE NOT LOCATED AT MOP SINK. MUST PROVIDE AND MAKE VISIBLE A BACKFLOW PREVENTION DEVICE FOR MOP SINK.",41.94378575479629,-87.64952688681642,"(-87.64952688681642, 41.94378575479629)"
2362544,TAQUERIA LA CIUDAD,TAQUERIA LA CIUDAD,2631346,Mobile Food Preparer,Risk 2 (Medium),3233-3237 W Cermak RD ,CHICAGO,IL,60623,02/19/2020,License Re-Inspection,Fail,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(C) OBSERVED A RUSTED CAP FOR THE FRESH WATER TANK. INSTRUCTED TO PROVIDE AN INLET THAT IS RUST RESISTANT AND MAINTAIN. | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: INADEQUATE HOT RUNNING WATER ON VEHICLE RANGING FROM 84F-90F AFTER 1ST COMPARTMENT OF 3-COMPARTMENT SINK IS 1/4 FILLED. INSTD TO PROVIDE ADEQUATE SUPPLY OF HOT RUNNING WATER (110F) AT EACH COMPARTMENT TO PROPERLY WASH,  RINSE AND SANITIZE MULTI USE EQUIPMENT. PRIORITY 7-38-030(C) ",41.85164288650078,-87.7064081112397,"(-87.7064081112397, 41.85164288650078)"
2362515,THE CURRAGH IRISH PUB,THE CURRAGH IRISH PUB,2397933,Restaurant,Risk 1 (High),6705-6707 N NORTHWEST HWY ,CHICAGO,IL,60631,02/19/2020,Canvass,Pass,51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAK AT FAUCET AT 3-COMPARTMENT SINK.INSTRUCTED MANAGEMENT TO REPAIR FAUCET AT 3-COMPARTMENT SINK. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED BURN'T OUT LIGHTS AT HOT LINE AREA OF KITCHEN .INSTRUCTED MANAGEMENT TO REPLACE BURNT OUT LIGHTS | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED GREASY LIGHT SHIELD ON LIGHT UNDER HOT LINE HOOD AT HOT LINE FOOD PREP AREA.INSTRUCTED MANAGEMENT TO CLEAN LIGHT SHIELD.,42.002978321714274,-87.81624173417883,"(-87.81624173417883, 42.002978321714274)"
2362506,SUBWAY,SUBWAY,2221641,Restaurant,Risk 1 (High),3205 W 63RD ST ,CHICAGO,IL,60629,02/19/2020,Canvass,Pass,"43. IN-USE UTENSILS: PROPERLY STORED - Comments: CLEAN KNIVES IMPROPERLY STORED IN CONTAINER OF SANITIZING SOLUTION AT SANDWICH PREP LINE. INSTD TO STORE PROPERLY (I.E in hot water  135F OR above , on a clean portion of the FOOD preparation table  only if the in-use utensil  and the food contact  surface of the FOOD preparation table is cleaned and sanitized at a specified frequency, or in a protected manner. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: CAULKING ON WALL ABOVE 3-COMPARTMENT SINK WITH EXCEESIVE BLACK SUBSTANCE. INSTD TO REMOVE AND MAINTAIN SURFACE.",41.77885938286479,-87.70340468311451,"(-87.70340468311451, 41.77885938286479)"
2362550,TRIPOLI TAVERN,TRIPOLI TAVERN,1403566,Restaurant,Risk 1 (High),1147 W ARMITAGE AVE ,CHICAGO,IL,60614,02/19/2020,Canvass Re-Inspection,Pass w/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments:  PROCEDURE/PLAN ON SITE,HOWEVER KIT NOT COMPLETE, MISSING THE CORRECTED SOLUTION(BOUGHT WRONG SOLUTION).MUST MAINTAIN APPROPRIATE SUPPLIES ON SITE. NEW INFORMATION GIVEN. PRIORITY FOUNDATION VIOLATION 7-38-005.NO CITATION ISSUED | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments:  ADDITIONAL FOOTNOTE IS NEEDED TO ADD ON AT MENU FOOTNOTE 'COOKED TO ORDER'. PREMISES SERVES DIFFERENT KIND OF HAMBURGERS ETC. PRODUCT ARE COOKED TO ORDER PRODUCTS PRIORITY FOUNDATION VIOLATION:7-38-005,NO CITATION ISSUED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: BROKEN BAR COUNTER TOP(MIDDLE),NEED TO REPAIR/REPLACE COUNTER TOP.SURFACE MUST BE SMOOTH AND CLEANABLE | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  PIECES OF WOOD HOLDING BAR COUNTER TOP,INSTRUCTED TO REPLACE WITH SMOOTH,CLEANABLE AND NON-ABSORBENT SURFACE | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments:  NO LID PROVIDED AT RECEPTACLE INSIDE THE WASHROOM | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: BROKEN WALL(INCLUDED BRICK WALL), CEILING,AND FLOOR IN BASEMENT AREA WHICH IS USED FOR STORAGE: ICE MACHINE,SODA BOXES, OPENED FOOD CONTAINERS ETC. INSTRUCTED TO PROVIDE A SMOOTH CLEANABLE AND NON-ABSORBENT MATERIAL THROUGHOUT THE BASEMENT.",41.917939272072275,-87.65722394118654,"(-87.65722394118654, 41.917939272072275)"
2362537,BLACK HEN PANTRY INC,BLACK HEN PANTRY INC,2578726,Grocery Store,Risk 3 (Low),604 E 75TH ST ,CHICAGO,IL,60619,02/19/2020,License Re-Inspection,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(B) OBSERVED SPILLAGE AND RESIDUE INSIDE THE DISPLAY FREEZER. INSTRUCTED TO DETAIL CLEAN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12 OBSERVED NO BACK FLOW PREVENTER DEVICE ON THE UTILITY MOP SINK. INSTRUCTED TO INSTALL SO THAT IT CAN BE LOCATED, SERVICED AND MAINTAINED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.11 OBSERVED MISSING CEILING TILES AND WATER STAINED TILES IN THE FRONT LOBBY AREA. INSTRUCTED TO REPLACE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11 OBSERVED UNFINISHED WALL WITH EXPOSED BRICK AND WOODS IN THE FRONT LOBBY AREA. INSTRUCTED TO REPAIR/FINISH WALL TO ENSURE SURFACE AREA IS SMOOTH AND EASILY CLEANABLE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114 OBSERVED USED HOOKAH CHARCOAL BURNERS, HOOKAH PENS AND ASHTRAYS ON SITE STORE ON TABLE IN FRONT LOBBY AREA. OWNER IS INSTRUCTED TO REMOVE USED PRODUCTS AND REMINDED THAT THERE IS NO SMOKING ON PREMISES.",41.758598682034524,-87.6100309563656,"(-87.6100309563656, 41.758598682034524)"
2362521,SARAVALE MEAT MARKET & EUROPEAN DELI,SARAVALE MEAT MARKET & EUROPEAN DELI,2713320,Grocery Store,Risk 1 (High),5254 W IRVING PARK RD ,CHICAGO,IL,60641,02/19/2020,License,Pass w/ Conditions,"29. COMPLIANCE WITH VARIANCE/SPECIALIZED PROCESS/HACCP - Comments: ESTABLISHEMNT IS PLANNING TO SMOKE MEAT,SAUSAGE. OWNER HAS THE HACCP PLAN BUT NOT SURE IF IT'S RIGHT. INSTRUCTED TO OBTAIN APPROVAL FOR HACCP PROCESS FROM DEPT OF PUBLIC HEALTH FOOD PROTECTION DIVISION @CDPHFOOD@CITYOFCHICAGO.ORG. | 32. VARIANCE OBTAINED FOR SPECIALIZED PROCESSING METHODS - Comments: FACILITY IS PLANNING TO SMOKE MEAT,SAUSAGE. INSTRUCTED TO CONTACT CDPHFFOOD@CITYOFCHICAGO.ORG FOR PROPOSED VARIANCE AND JUSTIFICATION DOCUMENT. COMBINED WITH VIOLATION #29. PRIORITY FOUNDATION 7-38-005 NO CITATION ISSUED.",41.95338732800152,-87.75933890897996,"(-87.75933890897996, 41.95338732800152)"
2362532,PACIUGO LINCOLN SQUARE,PACIUGO LINCOLN SQUARE,2037325,Restaurant,Risk 2 (Medium),2324 W GIDDINGS ST ,CHICAGO,IL,60625,02/19/2020,Canvass,No Entry,,41.96765092713031,-87.6875610952487,"(-87.6875610952487, 41.96765092713031)"
2362552,BOXCAR BETTY'S,BOXCAR BETTY'S,2600364,Restaurant,Risk 1 (High),500 W MADISON ST ,CHICAGO,IL,60661,02/19/2020,Canvass Re-Inspection,Pass,,41.88199433820508,-87.6397586848809,"(-87.6397586848809, 41.88199433820508)"
2362538,DA PIZZA DUDE,DA PIZZA DUDE,2689771,Mobile Food Preparer,Risk 2 (Medium),2300 S THROOP ST ,CHICAGO,IL,60608,02/19/2020,License,Fail,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: 2-101.11 OBSERVED NO VALID CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER CERTIFICATE ON SITE. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION 7-38-012. | 3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: 2-102.14(O) OBSERVED NO EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION 7-38-010. | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: 3-501.11 OBSERVED INADEQUATE FREEZER ON SITE FOR STORING GELATO (TRUCK MENU ITEM). INSTRUCTED TO PROVIDE A FREEZER THAT MAINTAINS 32F OR BELOW FOR GELATO.  | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-602.12 OBSERVED MFP DOES NOT HAVE THE LICENSE NUMBER PRINTED ON LATERAL SIDES OF THE MFP AND LICENSE NUMBERS MUST BE AT LEAST 2 INCHES IN HEIGHT. INSTRUCTED TO PROVIDE. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-202.15 OBSERVED REAR DOOR NOT TIGHT FITTING WITH 1/2 INCH GAP AROUND SAID DOOR. INSTRUCTED TO MAKE THE ENTIRE REAR DOOR TIGHT FITTING AND RODENT PROOFED. | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: 5-103.11(B) OBSERVED INADEQUATE HOT WATER ON SITE. WHEN THE COLD WATER IS SLIGHTLY TURNED ON ALONG WITH THE HOT WATER TURNED ON THEN THE  HOT WATER GOES DOWN TO 40F. INSTRUCTED THAT HOT WATER MUST ALWAYS MAINTAIN 100F AT THE HAND WASHING SINK AND 110F AT THE 3 COMPARTMENT SINK AT ALL TIMES. INSTRUCTED TO REPAIR. PRIORITY VIOLATION 7-38-030(C).",41.85045102427,-87.65879785567869,"(-87.65879785567869, 41.85045102427)"
2362553,LUZZAT RESTAURANT INC.,LUZZAT EAST INDIAN RESTAURANT,1597703,Restaurant,Risk 1 (High),1505 W JARVIS AVE ,CHICAGO,IL,60626,02/19/2020,Canvass,Pass w/ Conditions,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: NOTED EMPLOYEE WASHING DISHES AT THE 3 COMPARTMENT SINK WITHOUT SETTING IT UP TO WASH RINSE AND SANITIZE AS REQUIRED BY THE CODE. NO SANITIZER WAS USED TO SET UP THE SINK. INSTRUCTED MANAGEMENT TO ALWAYS SET UP THE SINK WHEN WASHING EQUIPMENT. MANAGER IMMEDIATELY HAD EMPLOYEE SET UP THE 3 COMPARTMENT SINK TO WASH RINSE AND SANITIZE USING THE CHLORINE. PRIORITY VIOLATION #7-38-025  | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: NOTED BULK FOOD ITEMS STORED INSIDE CONTAINERS NOT PROPERLY LABELED. INSTRUCTED MANAGEMENT THAT ALL BULK AND WORKING FOOD INGREDIENT CONTAINERS MUST BE LABELED WITH CONTENTS NAME | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: NOTED EMPLOYEE WASHING AND RINSING RICE INSIDE ONE OF THE 3 COMPARTMENT SINKS WHILE ANOTHER EMPLOYEE WAS WASHING AND RINSING DISHES AT THE OTHER 2ND AND 3RD COMPARTMENTS OF THE 3 COMPARTMENT SINK.INSTRUCTED MANAGEMENT THAT THE 3 COMPARTMENT SINK MUST BE PROPERLY CLEANED AND SANITIZED IF USED FOR FOOD PREPARATION AND CANNOT DO BOTH WASHING AND FOOD PREPPING AT THE SAME TIME. PRIORITY FOUNDATION 7-38-005 | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED SHELVES AT THE KITCHEN PREP AREA LINED WITH FOIL PAPER. INSTRUCTED TO CLEAN AND REMOVE ALL FOIL TO PREVENT HIDING PLACES FOR PEST | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED ASSORTED FOOD ITEMS INSIDE COOLERS AND REFRIGERATION UNITS FOOD STORED INSIDE NON RE-USABLE FOOD CONTAINERS . INSTRUCTED TO PROPERLY STORE ALL FOOD ITEMS INSIDE APPROVED FOOD GRADE CONTAINERS.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN THE FOLLOWING AREAS:- FLOORS UNDERNEATH COOKING STOVE AND FRYERS AT PREP AREA ESPECIALLY AT AREAS WHERE DEAD ROACHES WERE FOUND. MUST ALSO CLEAN AND MAINTAIN  --NOTED FOOD PARTICLES SPLASHED ON WALL BEHIND THE COOKING STOVE. MUST DETAIL CLEAN AND MAINTAIN. --NOTED DIRTY SHELVES WITH GREASE AND DIRT. MUST CLEAN AND MAINTAIN.",42.0159354057298,-87.66839609023118,"(-87.66839609023118, 42.0159354057298)"
2362503,LIVE AND LEARN CHILD DEVELOPMENT CENTER INC.,LIVE AND LEARN CHILD DEVELOPMENT CENTER INC.,2390821,Daycare Above and Under 2 Years,Risk 1 (High),10721 S WESTERN AVE ,CHICAGO,IL,60643,02/19/2020,Canvass,Pass w/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED EMPLOYEE PROCEDURE FOR VOMITING AND DIARRHEAL EVENTS. HOWEVER MUST PROVIDE ALL THE NECESSARY ITEMS IN POLICY INCLUDING, FACE MASK, DISPOSABLE GLOVES, DISPOSABLE MOP, AND APPROPRIATE SANITIZER TO KILL THE NOROVIRUS. PRIORITY FOUNDATION  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DUST BUILDUP ON VENTS IN TEACHERS WASHROOMS. MUST CLEAN/MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MOP INSIDE MOP WATER STORED IN CLOSET. INSTRUCTED TO PROPERLY STORE MOP AFTER USE,INVERTED.",41.698343368468585,-87.68121913757297,"(-87.68121913757297, 41.698343368468585)"
2362540,NY FISH AND CHICKEN,NY FISH AND CHICKEN,2695084,Restaurant,Risk 1 (High),2748-50 W MADISON ST ,CHICAGO,IL,60612,02/19/2020,License Re-Inspection,Pass,,41.88119123980771,-87.69580604798641,"(-87.69580604798641, 41.88119123980771)"
2362536,TASTY FAST FOOD & GROCERY,TASTY FAST FOOD & GROCERY,2559536,Restaurant,Risk 1 (High),6645 S HALSTED ST ,CHICAGO,IL,60621,02/19/2020,Complaint Re-Inspection,Fail,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: Violation Codes: 3-302.12 Inspector Comments: MUST LABEL FOOD STORAGE CONTAINERS WHEN FOOD IS NOT IN ORIGINAL PACKAGE. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: Violation Codes: 6-202.15 Inspector Comments: OBSERVED AN APPX. '1/2-3/4' GAP ALONG BOTTOM OF EAR DOOR .MUST MAKE DOOR TIGHT FITTING | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: Violation Codes: 3-304.14 Inspector Comments: MUST STORE SOILED WIPING CLOTHS IN A SANITIZING SOLUTION. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST REMOVE RUST FROM LOWER SHELVES OF PREP TABLES. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: Violation Codes: 4-601.11(C) Inspector Comments: MUST CLEAN DEBRIS BUILD UP FROM MEAT SLICER,KNIFE CADDY | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Violation Codes: 6-201.13 Inspector Comments: MUST REPAIR OR REPLACE MISSING AND DAMAGED FLOOR TILES THROUGHOUT PREMISES,LOOSE WALL OUTLETS.MUST SEAL GAPS IN WALL BASES THROUGHOUT , DAMAGED WALL IN TOILET ROOM AND WHERE NEEDED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Violation Codes: 6-201.16 Inspector Comments: MUST REMOVE TAPE LINED UP ON WALLS IN SIDE STORAGE AREA,UNDER HAND SINK IN PREP AREA AND MAKE SMOOTH AND EASILY CLEANABLE | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Violation Codes: 6-201.11 Inspector Comments: MUST CLEAN EXCESSIVE FOOD DEBRIS AND DIRT FROM WALLS,CEILINGS THROUGHOUT PREMISES. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: Violation Codes: 6-202.11 Inspector Comments: MUST PROVIDE ADEQUATE LIGHTING AND LIGHT SHIELDS THROUGHOUT PREP AREAS AND STORAGE . | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: PREVIOUS PRIORITY FOUNDATION VIOLATIONS FROM REPORT #2359852 2/4/20 NOT CORRECTED ##37- OBSERVED CHICKEN FLOUR NOT PROPERLY LABELED IN PREP AREA. INSTRUCTED MANAGER TO LABEL ALL BULK CONTAINERS. #39-OBSERVED FACILITY UTILIZING CARDBOARD IN REACH IN COOLERS. MUST REMOVE CARDBOARD AND MAINTAIN.#44- OBSERVED ITEMS STORED ON FLOOR THROUGH OUT FACILITY (SINGLE USE ITEMS IN BOXES) FOOD ITEMS ETC.. MUST STORE ITEMS 6 INCHES FROM FLOOR.#47- OBSERVED CUTTING BOARDS IN FACILITY HEAVILY SCORED, DARK GROOVES AND FOOD DEBRIS. MUST REPLACE AND MAINTAIN. #49- OBSERVED ACCUMULATED DUST AND DEBRIS THROUGHOUT THE FACILITY ON VARIOUS SHELVES AND COUNTERS. INSTRUCTED TO CLEAN AND SANITIZE ALL AREAS.#49- 4-602.13 OBSERVED GREASE AND DUST BUILDUP ON FRYERS, OVEN, GRILL, PREP TABLES, ETC. ALL FOOD AND NON-FOOD CONTACT SURFACES SHALL BE KEPT FREE OF ACCUMULATION OF DUST, DIRT, AND FOOD DEBRIS.#55- OBSERVED ACCUMULATION OF UNNECESSARY ITEMS AND ARTICLES AND EQUIPMENT IN FACILITY FRONT PREP AREA; EXCESSIVE AND IMPROPER STORAGE IN REAR STORAGE AREA AND FOOD PREP AREA; CREATING A HARBORAGE CONDITIONS FOR RODENTS. INSTRUCTED PERSON IN CHARGE TO REMOVE EXCESS STORAGE NOT NEEDED ON A DAILY BASIS, REMOVE OLD UNUSED EQUIPMENT, PROPERLY STORE ALL ITEMS SIX INCHES FROM FLOOR AND WALL AND DETAIL CLEAN THROUGHOUT ENTIRE FACILITY.#56- OBSERVED HOOD NOT CLEANED ACCUMULATION OF GREASE, FOOD DEBRIS, AND DUST IN FRONT PREP AREA. MUST CLEAN AND MAINTAIN.(PRIORITY 7-42-090) | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: PREVIOUS PRIORITY FOUNDATION VIOLATION NOT CORRECTED FROM REPORT #2359852 2/4/20 #38- STILL OBSERVING EVIDENCE OF APPX. 100 OR MORE MICE AND RAT DROPPINGS ON FLOOR BEHIND TO FRONT REACH IN GLASS COOLER,UNDER CRATE ACROSS FRONT SAME COOLER,AT MOTOR OF DELI DISPLAY UNIT,ON FLOOR UNDER CASHIER AREA,ON FLOOR IN BETWEEN CLUTTER IN SIDE STORAGE ROOM,ON FLOOR NEXT TO REACH IN COOLER ,ON FLOOR ALONG WALL BASE BEHIND PREP TABLE AND CHEST FREEZER,INSIDE OF FRYER CABINETS,UNDER GRILL TABLE,BEHIND  AND UNDER SHELVING UNIT IN REAR STORAGE AREA AND UPPER STORAGE LANDING AREA, BEHIND ALL CHEST FREEZERS.MOTORS AT ALL COOLERS.MUST REMOVE DROPPINGS.CLEAN AND SANITIZE AREAS.RECOMMENDED TO HAVE A PEST CONTROL OPERATOR TO SERVICE PREMISES ON OR AFTER 2/19/20.(PRIORITY 7-42-090)",41.77296602950113,-87.6444630706756,"(-87.6444630706756, 41.77296602950113)"
2362545,SOUTH SIDE KEN CHINESE CUISINE,SOUTH SIDE KEN CHINESE CUISINE,2313846,Restaurant,Risk 1 (High),1611 E 55TH ST ,CHICAGO,IL,60615,02/19/2020,Canvass Re-Inspection,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  OBSERVED NO HAND WASHING SIGNS AT HAND WASHING SINKS IN PREP AND BEVERAGE AREAS. INSTRUCTED MANAGER TO POST HAND WASHING SIGNS AT ALL HAND WASHING SINKS USED BY EMPLOYEES.  | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED SUGAR CONTAINER NOT LABELED IN BASEMENT. INSTRUCTED MANAGER TO LABEL ALL BULK CONTAINERS WITH COMMON NAME OF FOOD. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments:  OBSERVED BOX OF VEGETABLES STORED ON FLOOR IN PREP AREA. INSTRUCTED MANAGER TO ELEVATE ALL FOOD SIX INCHES OFF FLOOR. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments:  OBSERVED PRESET TABLEWARE NOT COVERED OR INVERTED ON DINING TABLES. INSTRUCTED MANAGER TO COVER TABLEWARE OR RESET UPON CUSTOMER SEATING. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED PRE-WASHED AND CUT VEGETABLES STORED IN GROCERY BAGS IN REACH-IN COOLER. INSTRUCTED MANAGER TO PROPERLY STORE IN FOOD GRADE BAGS OR CONTAINERS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  OBSERVED FOOD DEBRIS INSIDE COOLERS/FREEZERS AND CALCIUM BUILDUP INSIDE ICE MACHINE. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments:  OBSERVED LOOSE LIGHT SHIELD IN REAR PREP AREA. INSTRUCTED MANAGER TO SECURE AND MAINTAIN.",41.79507973483173,-87.58712654037623,"(-87.58712654037623, 41.79507973483173)"
2362512,NORTHSIDE COLLEGE PREP.,NORTHSIDE COLLEGE PREP,46061,School,Risk 1 (High),5501 N KEDZIE AVE ,CHICAGO,IL,60625,02/19/2020,Short Form Complaint,Pass,40. PERSONAL CLEANLINESS - Comments: OBSERVED THAT EMPLOYEE WORE BRACELETS ON HANDS WHILE WORKING WITH EXPOSED FOOD.MUST REMOVE ALL JEWELRY EXCEPT PLAIN WEDDING BAND FROM HANDS WHILE WORKING WITH EXPOSED FOOD | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED SIGNIFICANT ACCUMULATION OF ICE ON FLOORS IN WALK IN FREEZER DUE TO DRIP FROM CONDENSERS. MUST CLEAN AND MAINTAIN CLEAN AND MUST REPAIR CONDENSERS IF NEEDED,41.9813519623745,-87.70867191793931,"(-87.70867191793931, 41.9813519623745)"
